file_path,label_name,label_id,video_name,num_frames_raw,num_detected_frames,status
D:\deep_learning_datasets\deep_learning\data\keypoints\aw_0015.npy,aw,2,aw_0017.mp4,76,57,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\aw_0016.npy,aw,2,aw_0018.mp4,76,44,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\aw_0017.npy,aw,2,aw_0019.mp4,76,49,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\aw_0018.npy,aw,2,aw_0020.mp4,75,62,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\aw_0019.npy,aw,2,D0490N.mp4,128,51,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\b_0000.npy,b,3,b_0002.mp4,75,42,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\b_0001.npy,b,3,b_0003.mp4,77,47,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\b_0002.npy,b,3,b_0004.mp4,77,61,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\b_0003.npy,b,3,b_0005.mp4,77,51,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\b_0004.npy,b,3,b_0006.mp4,76,41,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\b_0005.npy,b,3,b_0007.mp4,76,44,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\b_0006.npy,b,3,b_0008.mp4,74,44,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\b_0007.npy,b,3,b_0009.mp4,75,75,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\b_0008.npy,b,3,b_0010.mp4,76,67,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\b_0009.npy,b,3,b_0011.mp4,76,64,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\b_0010.npy,b,3,b_0012.mp4,76,42,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\b_0011.npy,b,3,b_0013.mp4,77,60,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\b_0012.npy,b,3,b_0014.mp4,76,45,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\b_0013.npy,b,3,b_0015.mp4,76,48,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\b_0014.npy,b,3,b_0016.mp4,76,49,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\b_0015.npy,b,3,b_0017.mp4,76,48,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\b_0016.npy,b,3,b_0018.mp4,77,43,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\b_0017.npy,b,3,b_0019.mp4,76,49,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\b_0018.npy,b,3,b_0020.mp4,76,48,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\b_0019.npy,b,3,D0492.mp4,93,41,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\c_0000.npy,c,4,c_0002.mp4,76,58,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\c_0001.npy,c,4,c_0003.mp4,76,46,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\c_0002.npy,c,4,c_0004.mp4,78,78,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\c_0003.npy,c,4,c_0005.mp4,77,58,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\c_0004.npy,c,4,c_0006.mp4,76,52,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\c_0005.npy,c,4,c_0007.mp4,76,57,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\c_0006.npy,c,4,c_0008.mp4,76,47,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\c_0007.npy,c,4,c_0009.mp4,76,63,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\c_0008.npy,c,4,c_0010.mp4,76,64,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\c_0009.npy,c,4,c_0011.mp4,77,54,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\c_0010.npy,c,4,c_0012.mp4,77,76,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\c_0011.npy,c,4,c_0013.mp4,76,62,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\c_0012.npy,c,4,c_0014.mp4,76,76,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\c_0013.npy,c,4,c_0015.mp4,76,76,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\c_0014.npy,c,4,c_0016.mp4,76,76,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\c_0015.npy,c,4,c_0017.mp4,76,76,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\c_0016.npy,c,4,c_0018.mp4,77,77,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\c_0017.npy,c,4,c_0019.mp4,76,76,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\c_0018.npy,c,4,c_0020.mp4,77,57,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\c_0019.npy,c,4,D0493.mp4,82,36,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\cam_on_0000.npy,cam_on,5,cam_on.mp4,133,120,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\cam_on_0001.npy,cam_on,5,cam_on_0002.mp4,75,18,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\cam_on_0002.npy,cam_on,5,cam_on_0003.mp4,77,24,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\cam_on_0003.npy,cam_on,5,cam_on_0004.mp4,76,29,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\cam_on_0004.npy,cam_on,5,cam_on_0005.mp4,77,29,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\cam_on_0005.npy,cam_on,5,cam_on_0006.mp4,76,42,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\cam_on_0006.npy,cam_on,5,cam_on_0007.mp4,77,27,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\cam_on_0007.npy,cam_on,5,cam_on_0008.mp4,77,31,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\cam_on_0008.npy,cam_on,5,cam_on_0009.mp4,77,34,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\cam_on_0009.npy,cam_on,5,cam_on_0010.mp4,77,28,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\cam_on_0010.npy,cam_on,5,cam_on_0011.mp4,77,25,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\cam_on_0011.npy,cam_on,5,cam_on_0012.mp4,77,56,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\cam_on_0012.npy,cam_on,5,cam_on_0013.mp4,77,41,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\cam_on_0013.npy,cam_on,5,cam_on_0014.mp4,77,72,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\cam_on_0014.npy,cam_on,5,cam_on_0015.mp4,77,54,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\cam_on_0015.npy,cam_on,5,cam_on_0016.mp4,77,36,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\cam_on_0016.npy,cam_on,5,cam_on_0017.mp4,76,53,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\cam_on_0017.npy,cam_on,5,cam_on_0018.mp4,77,32,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\cam_on_0018.npy,cam_on,5,cam_on_0019.mp4,77,55,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\cam_on_0019.npy,cam_on,5,cam_on_0020.mp4,75,48,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\chao_0000.npy,chao,6,chao_0002.mp4,77,42,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\chao_0001.npy,chao,6,chao_0003.mp4,77,42,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\chao_0002.npy,chao,6,chao_0004.mp4,76,57,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\chao_0003.npy,chao,6,chao_0005.mp4,77,45,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\chao_0004.npy,chao,6,chao_0006.mp4,77,42,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\chao_0005.npy,chao,6,chao_0007.mp4,76,45,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\chao_0006.npy,chao,6,chao_0008.mp4,77,58,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\chao_0007.npy,chao,6,chao_0009.mp4,77,52,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\chao_0008.npy,chao,6,chao_0010.mp4,76,44,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\chao_0009.npy,chao,6,chao_0011.mp4,77,56,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\chao_0010.npy,chao,6,chao_0012.mp4,75,49,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\chao_0011.npy,chao,6,chao_0013.mp4,78,49,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\chao_0012.npy,chao,6,chao_0014.mp4,76,49,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\chao_0013.npy,chao,6,chao_0015.mp4,76,44,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\chao_0014.npy,chao,6,chao_0016.mp4,77,51,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\chao_0015.npy,chao,6,chao_0017.mp4,77,47,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\chao_0016.npy,chao,6,chao_0018.mp4,77,47,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\chao_0017.npy,chao,6,chao_0019.mp4,77,54,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\chao_0018.npy,chao,6,chao_0020.mp4,76,56,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\chao_0019.npy,chao,6,W00489.mp4,116,51,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\d_0000.npy,d,7,D0494.mp4,88,42,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\d_0001.npy,d,7,d_0002.mp4,77,57,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\d_0002.npy,d,7,d_0003.mp4,77,49,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\d_0003.npy,d,7,d_0004.mp4,78,57,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\d_0004.npy,d,7,d_0005.mp4,76,54,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\d_0005.npy,d,7,d_0006.mp4,77,41,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\d_0006.npy,d,7,d_0007.mp4,76,53,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\d_0007.npy,d,7,d_0008.mp4,77,65,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\d_0008.npy,d,7,d_0009.mp4,78,52,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\d_0009.npy,d,7,d_0010.mp4,77,41,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\d_0010.npy,d,7,d_0011.mp4,76,50,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\d_0011.npy,d,7,d_0012.mp4,76,57,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\d_0012.npy,d,7,d_0013.mp4,76,53,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\d_0013.npy,d,7,d_0014.mp4,78,63,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\d_0014.npy,d,7,d_0015.mp4,76,30,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\d_0015.npy,d,7,d_0016.mp4,76,70,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\d_0016.npy,d,7,d_0017.mp4,76,58,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\d_0017.npy,d,7,d_0018.mp4,76,54,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\d_0018.npy,d,7,d_0019.mp4,77,53,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\d_0019.npy,d,7,d_0020.mp4,76,73,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\dd_0000.npy,dd,8,D0495.mp4,105,45,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\dd_0001.npy,dd,8,dd_0002.mp4,76,51,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\dd_0002.npy,dd,8,dd_0003.mp4,77,34,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\dd_0003.npy,dd,8,dd_0004.mp4,77,51,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\dd_0004.npy,dd,8,dd_0005.mp4,77,45,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\dd_0005.npy,dd,8,dd_0006.mp4,76,42,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\dd_0006.npy,dd,8,dd_0007.mp4,76,45,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\dd_0007.npy,dd,8,dd_0008.mp4,77,55,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\dd_0008.npy,dd,8,dd_0009.mp4,77,77,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\dd_0009.npy,dd,8,dd_0010.mp4,76,76,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\dd_0010.npy,dd,8,dd_0011.mp4,77,65,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\dd_0011.npy,dd,8,dd_0012.mp4,77,77,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\dd_0012.npy,dd,8,dd_0013.mp4,76,56,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\dd_0013.npy,dd,8,dd_0014.mp4,76,60,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\dd_0014.npy,dd,8,dd_0015.mp4,76,67,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\dd_0015.npy,dd,8,dd_0016.mp4,77,77,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\dd_0016.npy,dd,8,dd_0017.mp4,77,68,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\dd_0017.npy,dd,8,dd_0018.mp4,77,76,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\dd_0018.npy,dd,8,dd_0019.mp4,75,53,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\dd_0019.npy,dd,8,dd_0020.mp4,76,73,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\e_0000.npy,e,9,D0496.mp4,80,39,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\e_0001.npy,e,9,e_0002.mp4,77,61,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\e_0002.npy,e,9,e_0003.mp4,76,48,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\e_0003.npy,e,9,e_0004.mp4,76,66,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\e_0004.npy,e,9,e_0005.mp4,77,55,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\e_0005.npy,e,9,e_0006.mp4,77,47,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\e_0006.npy,e,9,e_0007.mp4,77,77,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\e_0007.npy,e,9,e_0008.mp4,77,54,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\e_0008.npy,e,9,e_0009.mp4,77,71,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\e_0009.npy,e,9,e_0010.mp4,77,77,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\e_0010.npy,e,9,e_0011.mp4,76,60,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\e_0011.npy,e,9,e_0012.mp4,76,55,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\e_0012.npy,e,9,e_0013.mp4,77,71,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\e_0013.npy,e,9,e_0014.mp4,77,77,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\e_0014.npy,e,9,e_0015.mp4,77,77,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\e_0015.npy,e,9,e_0016.mp4,77,77,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\e_0016.npy,e,9,e_0017.mp4,76,59,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\e_0017.npy,e,9,e_0018.mp4,76,76,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\e_0018.npy,e,9,e_0019.mp4,77,65,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\e_0019.npy,e,9,e_0020.mp4,77,62,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ee_0000.npy,ee,10,D0497N.mp4,129,50,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ee_0001.npy,ee,10,ee_0002.mp4,76,63,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ee_0002.npy,ee,10,ee_0003.mp4,76,52,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ee_0003.npy,ee,10,ee_0004.mp4,77,65,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ee_0004.npy,ee,10,ee_0005.mp4,77,62,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ee_0005.npy,ee,10,ee_0006.mp4,77,66,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ee_0006.npy,ee,10,ee_0007.mp4,76,59,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ee_0007.npy,ee,10,ee_0008.mp4,46,29,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ee_0008.npy,ee,10,ee_0009.mp4,77,67,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ee_0009.npy,ee,10,ee_0010.mp4,77,59,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ee_0010.npy,ee,10,ee_0011.mp4,76,68,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ee_0011.npy,ee,10,ee_0012.mp4,76,72,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ee_0012.npy,ee,10,ee_0013.mp4,77,69,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ee_0013.npy,ee,10,ee_0014.mp4,77,65,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ee_0014.npy,ee,10,ee_0015.mp4,76,65,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ee_0015.npy,ee,10,ee_0016.mp4,76,70,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ee_0016.npy,ee,10,ee_0017.mp4,75,48,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ee_0017.npy,ee,10,ee_0018.mp4,77,68,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ee_0018.npy,ee,10,ee_0019.mp4,77,63,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\ee_0019.npy,ee,10,ee_0020.mp4,76,50,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\g_0000.npy,g,11,D0498N.mp4,90,40,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\g_0001.npy,g,11,g_0002.mp4,76,23,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\g_0002.npy,g,11,g_0003.mp4,75,47,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\g_0003.npy,g,11,g_0004.mp4,77,48,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\g_0004.npy,g,11,g_0005.mp4,76,45,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\g_0005.npy,g,11,g_0006.mp4,76,51,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\g_0006.npy,g,11,g_0007.mp4,76,51,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\g_0007.npy,g,11,g_0008.mp4,76,50,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\g_0008.npy,g,11,g_0009.mp4,76,48,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\g_0009.npy,g,11,g_0010.mp4,77,44,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\g_0010.npy,g,11,g_0011.mp4,75,38,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\g_0011.npy,g,11,g_0012.mp4,77,40,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\g_0012.npy,g,11,g_0013.mp4,77,47,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\g_0013.npy,g,11,g_0014.mp4,75,39,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\g_0014.npy,g,11,g_0015.mp4,76,40,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\g_0015.npy,g,11,g_0016.mp4,77,38,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\g_0016.npy,g,11,g_0017.mp4,77,40,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\g_0017.npy,g,11,g_0018.mp4,75,30,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\g_0018.npy,g,11,g_0019.mp4,76,35,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\g_0019.npy,g,11,g_0020.mp4,76,38,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\h_0000.npy,h,12,D0500N.mp4,65,35,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\h_0001.npy,h,12,h_0002.mp4,77,61,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\h_0002.npy,h,12,h_0003.mp4,77,72,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\h_0003.npy,h,12,h_0004.mp4,78,54,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\h_0004.npy,h,12,h_0005.mp4,76,46,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\h_0005.npy,h,12,h_0006.mp4,77,54,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\h_0006.npy,h,12,h_0007.mp4,77,57,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\h_0007.npy,h,12,h_0008.mp4,77,45,ok
D:\deep_learning_datasets\deep_learning\data\keypoints\h_0008.npy,h,12,h_0009.mp4,77,48,ok
